,﻿Номер поручения,Заказчик,Дата поручения,Выполнено,Дата выполнения,Затрачено дней,Сумма вознаграждения,Описание,Номер поручения,group,Герой,Оценка за качество,Оценка по срокам,Оценка за вежливость
445,11292,Иван,1053-08-10 00:00:00,да,1053-09-10,7.0,19000,В деревне у меня пропала драгоценность. Нужно вернуть её как можно скорее.,11292,1,Леопольд,3,5,3
446,11430,Татьяна,1053-08-13 00:00:00,да,1053-09-21,9.0,25000,"В городе у меня потерялась сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.",11430,1,Альфред,3,3,5
447,11190,Егор,1053-08-15 00:00:00,да,1053-09-03,1.0,25500,"В лесу между городом и деревней были замечены разбойники. Нужно прогнать их. Будьте осторожны, так как разбойники могут быть опасными.",11190,3,Соня,5,4,3
448,11147,Аделина,1053-08-16 00:00:00,да,1053-10-08,8.0,20000,Недалеко от города у меня пропала сумка с документами. Нужно вернуть её как можно скорее.,11147,1,Агата,4,4,3
449,11244,Эмилио,1053-08-18 00:00:00,да,1053-08-25,2.0,29000,В пещере завёлся дракон. Нужно его убить.,11244,0,Юлия,4,3,4
450,11475,Олег,1053-08-19 00:00:00,да,1053-10-18,2.0,20000,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11475,3,Бенедикт,4,5,5
451,11136,Мария,1053-08-19 00:00:00,да,1053-09-20,4.0,19500,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11136,0,Бенедикт,4,4,4
452,11175,Влад,1053-08-19 00:00:00,да,1053-09-30,9.0,9500,По дороге из деревни заметили разбойников. Нужно убить их.,11175,0,Леопольд,5,5,5
453,11151,Бабушка Синь,1053-08-23 00:00:00,да,1053-08-28,4.0,10500,В пещере завёлся дракон. Нужно его убить.,11151,0,Бенедикт,3,5,4
454,11492,Надя,1053-08-24 00:00:00,да,1053-09-11,4.0,7000,По дороге из деревни у меня была украдена драгоценность. Нужно вернуть её как можно скорее.,11492,1,Глюкоза,3,4,5
455,11468,Роман,1053-08-24 00:00:00,да,1053-09-16,5.0,7500,По дороге из деревни у меня была украдена драгоценность. Нужно найти её как можно скорее.,11468,1,Фредерик,5,2,4
456,11006,Роман,1053-08-27 00:00:00,да,1053-10-18,8.0,8000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11006,0,Фредерик,4,4,4
457,11157,Бьянка,1053-08-28 00:00:00,да,1053-09-04,2.0,23500,В деревне у меня пропала драгоценность. Нужно найти её как можно скорее.,11157,1,Соня,3,5,4
458,11286,Татьяна,1053-08-29 00:00:00,да,1053-09-11,8.0,26000,"В городе у меня пропала драгоценность. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.",11286,1,Фредерик,4,4,4
459,11092,Леонтия,1053-08-31 00:00:00,да,1053-09-16,6.0,7000,В лесу по дороге от пещеры заметили зверей. Нужно прогнать их.,11092,0,Юлия,3,4,5
460,11446,Роман,1053-09-03 00:00:00,да,1053-09-06,2.0,12500,По дороге из деревни монстры похитили путников. Нужно спасти их.,11446,2,Соня,4,3,4
461,11134,Иван,1053-09-04 00:00:00,нет,,,27500,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11134,0,Пастушок,5,4,4
462,11056,Мария,1053-09-06 00:00:00,нет,,,23500,По дороге из деревни у меня пропала драгоценность. Нужно вернуть её как можно скорее.,11056,1,Синеглазый,4,4,4
463,11447,Бьянка,1053-09-09 00:00:00,да,1053-09-17,1.0,5000,В деревне монстры похитили путников. Нужно освободить их.,11447,2,Леопольд,4,3,4
464,11208,Чарли,1053-09-10 00:00:00,да,1053-09-21,8.0,9500,"В деревне монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11208,2,Альфред,5,4,4
465,11394,Иван,1053-09-17 00:00:00,да,1053-11-02,6.0,16500,"В пещере появвилось огромное каменное чудовище. Нужно убить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11394,3,Бендер,4,4,4
466,11188,Аделина,1053-09-19 00:00:00,да,1053-11-06,9.0,13000,"В лесу недалеко от города заметили разбойников. Нужно убить их. Осмотрите все возможные укрытия, чтобы найти разбойников.",11188,4,Леопольд,5,2,4
467,11381,Егор,1053-09-20 00:00:00,нет,,,7000,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11381,0,Синеглазый,5,4,2
468,11311,Бабушка Синь,1053-09-20 00:00:00,нет,,,19000,По дороге из деревни у меня была украдена драгоценность. Нужно вернуть её как можно скорее.,11311,1,Агата,4,5,5
469,11417,Леонтия,1053-09-22 00:00:00,нет,,,20500,Недалеко от города у меня была украдена драгоценность. Нужно найти её как можно скорее.,11417,1,Пастушок,4,4,4
470,11154,Аделина,1053-09-22 00:00:00,да,1053-11-12,10.0,14000,В городе у меня пропал рюкзак. Нужно вернуть его как можно скорее.,11154,1,Леопольд,3,3,4
471,11310,Надя,1053-09-24 00:00:00,нет,,,5000,"По дороге из деревни монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11310,2,Бенедикт,4,3,5
472,11076,Чарли,1053-09-26 00:00:00,да,1053-11-16,9.0,22000,В лесу по дороге от пещеры монстры нападают на людей. Нужно победить их.,11076,0,Юлия,5,4,4
473,11322,Роман,1053-09-29 00:00:00,да,1053-10-26,10.0,8000,Недалеко от города у меня потерялась сумка с документами. Нужно вернуть её как можно скорее.,11322,1,Бендер,5,4,5
474,11285,Чарли,1053-09-30 00:00:00,нет,,,5000,В городе у меня потерялся рюкзак. Нужно найти его как можно скорее.,11285,1,Альфред,4,3,5
475,11218,Олег,1053-10-01 00:00:00,нет,,,16000,"Недалеко от города монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11218,2,Агата,4,3,2
476,11161,Эмилио,1053-10-03 00:00:00,нет,,,7500,В городе у меня потерялся рюкзак. Нужно найти его как можно скорее.,11161,1,Агата,4,4,4
477,11002,Эмилио,1053-10-05 00:00:00,да,1053-10-20,7.0,22500,"По дороге из деревни монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11002,2,Мартин,5,4,4
478,11077,Бьянка,1053-10-09 00:00:00,да,1053-12-06,8.0,24500,В лесу по дороге от пещеры монстры нападают на людей. Нужно уничтожить их.,11077,0,Синеглазый,3,3,4
479,11429,Роман,1053-10-09 00:00:00,да,1053-12-05,1.0,29500,"В городе у меня была украдена сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.",11429,1,Глюкоза,3,4,4
480,11141,Аделина,1053-10-12 00:00:00,да,1053-11-10,1.0,18000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11141,0,Альфред,3,3,4
481,11387,Татьяна,1053-10-13 00:00:00,нет,,,6500,Недалеко от города у меня пропала драгоценность. Нужно вернуть её как можно скорее.,11387,1,Пастушок,4,4,4
482,11390,Егор,1053-10-15 00:00:00,да,1053-10-19,2.0,22500,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11390,0,Бенедикт,2,4,4
483,11096,Бьянка,1053-10-17 00:00:00,да,1053-11-26,9.0,8000,Недалеко от города у меня была украдена драгоценность. Нужно найти её как можно скорее.,11096,1,Пастушок,5,3,5
484,11143,Егор,1053-10-18 00:00:00,нет,,,10500,"В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.",11143,3,Юлия,5,4,5
485,11232,Бабушка Синь,1053-10-22 00:00:00,нет,,,17500,В деревне монстры похитили путников. Нужно спасти их.,11232,2,Юлия,3,5,4
486,11234,Олег,1053-10-24 00:00:00,нет,,,17000,В лесу по дороге от пещеры заметили разбойников. Нужно прогнать их.,11234,0,Пастушок,4,4,4
487,11059,Егор,1053-10-25 00:00:00,да,1053-11-27,10.0,14000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11059,0,Соня,4,4,4
488,11396,Анна,1053-10-31 00:00:00,нет,,,23000,В лесу недалеко от города заметили зверей. Нужно убить их.,11396,0,Бенедикт,3,4,4
489,11113,Анна,1053-11-01 00:00:00,да,1053-12-19,9.0,12000,По дороге из деревни монстры похитили путников. Нужно освободить их.,11113,2,Пастушок,3,2,5
490,11048,Леонтия,1053-11-01 00:00:00,да,1053-12-24,10.0,21500,В городе у меня пропал рюкзак. Нужно вернуть его как можно скорее.,11048,1,Соня,5,4,4
491,11428,Эмилио,1053-11-04 00:00:00,нет,,,12500,В лесу около деревни звери нападают на людей. Нужно прогнать их.,11428,0,Соня,2,4,4
492,11473,Чарли,1053-11-05 00:00:00,да,1053-11-21,2.0,13500,В деревне у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.,11473,1,Агата,5,4,2
493,11402,Егор,1053-11-12 00:00:00,нет,,,12000,По дороге из деревни у меня потерялась драгоценность. Нужно вернуть её как можно скорее.,11402,1,Синеглазый,4,3,4
494,11306,Олег,1053-11-15 00:00:00,нет,,,17000,"В деревне монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11306,2,Юлия,3,5,4
495,11438,Влад,1053-11-19 00:00:00,нет,,,11000,"В городе у меня пропала драгоценность. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11438,1,Леопольд,4,4,5
496,11345,Мария,1053-11-22 00:00:00,да,1053-11-25,2.0,9500,"В пещере появвилось огромное каменное чудовище. Нужно убить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11345,3,Пастушок,3,4,4
497,11462,Егор,1053-11-22 00:00:00,нет,,,19500,"В городе монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11462,2,Леопольд,4,3,3
498,11029,Роман,1053-11-23 00:00:00,да,1054-01-13,9.0,17500,В городе у меня пропала сумка с документами. Нужно вернуть её как можно скорее.,11029,1,Глюкоза,4,4,3
499,11133,Анна,1053-11-27 00:00:00,да,1053-12-15,10.0,20500,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11133,0,Фредерик,3,4,4
